converted_salary
318.5
93.33333333333334
200.0
70.0
45.5
59.5
77.0
120.0
52.5
77.0
38.5
298.66666666666663
51.33333333333333
88.66666666666666
112.0
80.5
84.0
77.0
84.0
60.666666666666664
42.0
77.0
98.0
105.0
98.0
70.0
126.0
59.5
110.0
45.5
56.0
60.666666666666664
84.0
56.0
70.0
73.5
105.0
70.0
56.0
145.0
120.0
70.0
140.0
98.0
66.5
59.5
98.0
63.0
102.5
51.33333333333333
52.5
59.5
98.0
112.0
52.5
150.0
77.0
79.33333333333334
65.33333333333334
105.0
77.0
63.0
77.0
269.5
42.0
90.0
70.0
70.0
98.0
91.0
56.0
52.5
56.0
79.33333333333334
46.66666666666667
143.5
112.5
42.0
88.66666666666666
65.33333333333334
77.0
74.66666666666666
95.0
45.5
56.0
195.0
90.0
66.5
42.0
46.66666666666667
105.0
56.0
74.66666666666666
125.0
35.0
49.0
49.0
66.5
91.0
98.0
56.0
59.5
66.5
115.0
69.5
70.0
70.0
52.5
77.0
100.0
84.0
110.0
126.0
161.0
51.33333333333333
70.0
110.0
105.0
98.0
160.0
77.0
70.0
63.0
77.0
105.0
42.0
56.0
63.0
49.0
100.0
51.33333333333333
77.0
65.33333333333334
56.0
84.0
105.0
161.0
84.0
56.0
300.0
65.33333333333334
70.0
70.0
56.0
135.0
63.0
74.66666666666666
70.0
42.0
56.0
125.0
142.5
63.0
105.0
79.33333333333334
65.33333333333334
70.0
63.0
67.5
74.66666666666666
38.5
88.66666666666666
451.5
42.0
65.33333333333334
70.0
98.0
66.5
91.0
66.5
63.0
63.0
70.0
125.0
79.33333333333334
84.0
126.0
42.0
98.0
248.5
56.0
45.5
105.0
51.33333333333333
51.33333333333333
63.0
56.0
47.5
79.33333333333334
70.0
84.0
326.66666666666663
73.5
84.0
70.0
91.0
165.0
63.0
400.0
60.0
66.5
63.0
84.0
119.0
72.5
73.5
56.0
115.0
14.0
77.0
56.0
105.0
115.0
56.0
63.0
70.0
70.0
170.0
165.0
56.0
55.0
45.5
175.0
168.0
85.0
105.0
140.0
98.0
70.0
65.33333333333334
56.0
161.0
130.0
126.0
168.0
140.0
46.66666666666667
105.0
250.0
168.0
88.66666666666666
70.0
115.0
60.666666666666664
80.0
70.0
56.0
56.0
65.33333333333334
107.33333333333334
56.0
51.33333333333333
84.0
55.0
49.0
59.5
79.33333333333334
105.0
65.33333333333334
65.33333333333334
105.0
42.0
98.0
67.5
98.0
119.0
70.0
245.0
70.0
114.0
105.0
63.0
70.0
65.33333333333334
77.0
90.0
154.0
84.0
42.0
63.0
73.5
126.0
91.0
59.5
52.5
70.0
49.0
91.0
175.0
87.5
119.0
70.0
85.0
63.0
100.0
74.66666666666666
112.0
49.0
63.0
70.0
56.0
70.0
49.0
49.0
42.0
77.0
98.0
51.33333333333333
37.33333333333333
84.0
63.0
49.0
84.0
144.66666666666669
84.0
84.0
77.0
168.0
77.0
119.0
59.5
70.0
110.0
105.0
74.66666666666666
125.0
98.0
70.0
102.66666666666666
130.0
70.0
98.0
56.0
63.0
77.0
84.0
84.0
84.0
49.0
77.0
59.5
84.0
63.0
133.0
150.0
52.5
110.0
95.0
74.66666666666666
42.0
98.0
98.0
63.0
92.5
70.0
51.33333333333333
56.0
59.5
56.0
70.0
88.66666666666666
112.0
56.0
77.0
56.0
73.5
56.0
42.0
59.5
63.0
70.0
80.0
51.33333333333333
65.33333333333334
116.66666666666667
70.0
130.66666666666669
63.0
65.33333333333334
71.5
49.0
65.33333333333334
49.0
111.0
56.0
84.0
63.0
63.0
80.5
56.0
84.0
70.0
248.5
84.0
98.0
84.0
190.0
56.0
70.0
350.0
70.0
52.5
46.66666666666667
65.33333333333334
70.0
79.33333333333334
126.0
70.0
140.0
161.0
60.666666666666664
42.0
4.0
42.0
70.0
105.0
60.666666666666664
63.0
52.5
42.0
49.0
63.0
60.666666666666664
51.33333333333333
42.0
65.33333333333334
98.0
63.0
77.0
77.0
70.0
35490.0
70.0
130.0
105.0
51.33333333333333
63.0
126.0
49.0
70.0
175.0
105.0
46.66666666666667
70.0
70.0
112.0
63.0
56.0
66.5
38.5
78.0
66.5
91.0
52.5
170.0
38.5
69.0
63.0
125.0
84.0
42.0
59.5
91.0
80.0
52.5
112.0
168.0
74.66666666666666
70.0
84.0
77.0
52.5
63.0
81.5
70.0
84.0
100.0
74.66666666666666
72.5
155.0
72.5
52.5
70.0
126.0
182.0
70.0
49.0
60.666666666666664
60.666666666666664
70.0
56.0
140.0
182.0
98.0
56.0
79.33333333333334
665.0
90.0
290.5
54.0
77.0
70.0
74.66666666666666
60.666666666666664
325.0
112.5
120.0
62.5
51.33333333333333
59.5
112.5
80.0
247.33333333333334
90.0
105.0
60.666666666666664
77.0
42.0
60.666666666666664
70.0
77.0
59.5
248.5
80.0
77.0
55.0
100.0
190.0
65.33333333333334
119.0
42.0
100.0
56.0
70.0
101.0
102.66666666666666
84.0
105.0
66.5
150.0
266.0
112.0
79.33333333333334
42.0
63.0
59.5
70.0
308.0
200.66666666666669
112.0
63.0
84.0
49.0
79.33333333333334
84.0
48.0
70.0
238.0
73.5
112.0
42.0
37.33333333333333
65.33333333333334
91.0
66.5
63.0
70.0
45.5
49.0
168.0
75.0
71.0
59.5
70.0
84.0
79.33333333333334
150.0
140.0
130.66666666666669
70.0
51.33333333333333
70.0
850.0
65.33333333333334
63.0
42.0
14.0
84.0
65.33333333333334
38.5
56.0
63.0
215.0
205.0
63.0
60.666666666666664
65.33333333333334
150.0
70.0
67.5
77.0
266.0
70.0
120.0
49.0
59.5
37.33333333333333
66.5
51.33333333333333
59.0
672.0
60.666666666666664
63.0
60.666666666666664
60.666666666666664
107.33333333333334
45.5
45.5
125.0
70.0
16.0
143.0
49.0
65.33333333333334
150.0
65.33333333333334
59.5
77.0
170.0
105.0
84.0
140.0
63.0
79.33333333333334
42.0
85.0
105.0
70.0
140.0
77.0
70.0
70.0
79.33333333333334
168.0
65.33333333333334
74.66666666666666
56.0
107.0
70.0
94.5
70.0
77.0
85.0
52.5
73.5
168.0
51.33333333333333
200.0
67.5
119.0
70.0
77.0
66.5
79.33333333333334
90.0
55.666666666666664
98.0
74.66666666666666
49.0
63.0
112.0
133.0
73.5
120.0
150.0
98.0
77.0
133.0
70.0
56.0
65.33333333333334
70.0
49.0
59.5
230.0
105.0
52.5
133.0
85.0
49.0
130.0
400.0
91.0
63.0
59.5
160.0
95.0
70.0
56.0
88.66666666666666
126.0
70.0
63.0
56.0
336.0
70.0
45.5
65.33333333333334
70.0
107.0
140.0
91.0
119.0
49.0
73.5
56.0
100.0
170.0
84.0
70.0
63.0
210.0
95.0
110.0
46.66666666666667
130.0
168.0
63.0
49.0
73.5
60.666666666666664
135.0
65.33333333333334
200.0
65.33333333333334
112.0
84.0
74.66666666666666
74.66666666666666
59.5
107.33333333333334
378.0
115.0
56.0
80.0
125.0
63.0
115.0
98.0
235.0
56.0
49.0
63.0
110.0
63.0
63.0
49.0
70.0
59.5
49.0
98.0
210.0
56.0
70.0
60.666666666666664
42.0
84.0
70.0
105.0
73.5
84.0
130.66666666666669
45.5
165.0
70.0
105.0
73.5
66.5
550.0
140.0
100.0
65.33333333333334
38.5
56.0
70.0
200.0
91.0
63.0
105.0
150.0
59.5
91.0
63.0
182.0
52.5
56.0
63.0
326.66666666666663
56.0
150.0
84.0
77.0
84.0
336.0
74.66666666666666
43.333333333333336
91.0
70.0
77.0
105.0
90.0
70.0
168.0
56.0
79.33333333333334
200.0
80.0
97.5
70.0
77.0
51.33333333333333
434.0
42.0
59.5
476.0
70.0
65.33333333333334
112.0
98.0
70.0
63.0
37.33333333333333
63.0
70.0
135.0
105.0
110.0
74.66666666666666
79.33333333333334
60.666666666666664
105.0
546.0
70.0
63.0
45.5
42.0
45.333333333333336
91.0
125.0
189.0
50.0
49.0
65.0
70.0
297.5
63.0
60.666666666666664
102.5
90.0
73.5
63.0
259.0
77.0
77.0
66.5
147.0
70.0
56.0
70.0
63.0
66.5
56.0
105.0
84.0
65.33333333333334
63.0
150.0
100.0
51.33333333333333
87.5
79.33333333333334
49.0
112.0
66.5
91.0
70.0
135.0
63.0
63.0
98.0
77.0
63.0
91.0
52.5
60.666666666666664
105.0
