,job_tags
6393,['excel' 'powerpoint']
1896,['Excel' 'Microsoft Office' 'Google Drive']
6092,['excel' 'powerpoint']
5317,['Electronics Industry']
1572,[]
7514,[]
4066,['word']
2234,[]
4144,['ios' 'Swift']
6826,['Meta Business Suite' 'Project Management' 'Communication']
8541,[]
8876,['HTML5 (Semantic Web)' 'Javascript' 'Vue']
9195,['Photoshop' 'Microsoft Office' 'Excel']
5767,[]
7691,['photoshop' 'Audition' 'Premiere']
8584,['SketchUp' 'AutoCAD']
5688,['PHP' 'Laravel' 'Vue.js']
8431,['Account Management' 'Pitching skill' 'Presentation Skills']
6808,['excel' 'data analytic' 'Business Development']
9998,['Photoshop' 'Microsoft Office' 'word']
6000,['Operational Support' 'Marketing & PR' 'Marketing Communications']
3202,['JAVA' 'Oracle' 'spring']
299,['中山區' '台北' '台灣']
8865,['HTML/CSS' 'JavaScript' 'JQuery']
9013,['ReactJS' 'English Fluency']
1131,[]
1291,[]
4383,[]
5715,[]
9885,['Excel' 'PowerPoint' 'word']
9599,['行銷企劃人員' '品牌宣傳及媒體公關人員／主管' 'PowerPoint']
8141,['AWS' 'GCP' 'Azure']
891,['Adobe Photoshop' 'AutoCAD' 'AutoCad 2D']
1867,[]
7724,[]
10210,[]
10208,[]
7423,['Excel' 'Outlook' 'PowerPoint']
4171,['iOS' 'Swift']
572,['Technical Support' 'CakeResume 2023 Career Fair']
307,[]
4123,[]
8033,[]
1053,['UI/UX Designer']
9322,['企劃' 'SEO' '廣告投放']
10088,['.NET Core' 'ASP.NET' 'C#']
1240,['wordpress' 'photoshop' 'illustartor']
9420,['GCP' 'Cloud']
9074,['Front-End' 'Vue' 'Vue.js']
6403,[]
5968,[]
2154,[]
2051,[]
1413,['Electronics Industry']
10371,['105台灣台北市松山區' 'IOS' 'IOS Development']
9422,[]
1115,['台灣新北市新店區' 'Electronics Industry' 'Cinema 4D']
5482,['Salesforce']
10950,['Google Analytics' 'Google Ads' 'FB']
2272,['word' 'powerpoint' 'excel']
6962,['word' 'powerpoint' 'photoshop']
5181,['AWS' 'Linux']
8610,['Golang' 'Linux']
3150,[]
10396,['Microsoft Office']
8586,['100台灣台北市中正區' 'photoshop' 'illustrator']
9290,[]
1533,[]
1757,['CakeResume 2023 Career Fair' '會計' '助理']
9389,['Premiere' 'After Effects' 'Lightroom']
6319,[]
3955,['Nuxt.js' 'Next.js' 'React']
1178,[]
1491,['FAE' 'CakeResume 2023 Career Fair']
8885,['台灣台北' 'angular' 'react']
6041,['105台灣台北市松山區' 'word' 'powerpoint']
2560,['Flutter' 'Swift' 'iOS']
2301,['Electronics Industry']
5869,['microsoft office' 'illustrator' 'google drive']
4946,[]
9685,['Facebook']
7204,[]
2608,['GraphQL' 'RESTful API' 'SaaS']
1241,[]
1640,[]
2529,['Swift' 'Java' 'Electronics Industry']
900,[]
10029,[]
8762,['Zigbee' 'BLE' 'PCB']
6612,[]
6312,['Microsoft Office' 'Communication']
10494,[]
3454,['105台灣台北市松山區' 'cybersecurity' 'PostgreSQL']
550,['Word' 'PowerPoint' 'Microsoft Office']
4673,[]
6525,['台北' '工業設計' '室內設計']
3289,['kernel' 'Visual C++' 'STL']
1414,[]
6747,['excel' 'photoshop' 'illustrator']
6220,['word' 'excel' 'powerpoint']
10030,['Excel' 'Outlook' 'PowerPoint']
1805,['Excel' 'Powerpoint' 'Word']
1683,['申請與取得各國安規測試認證' '新產品研發與測試' '產品開發預算與成本控管']
673,[]
2563,[]
1906,['CakeResume 2023 Career Fair' '會計' '會計行政']
5866,[]
433,[]
10631,[]
3617,[]
6279,['CakeResume 2023 Career Fair']
73,[]
8468,[]
2461,['Android' 'Android Development' 'Kotlin']
6242,[]
4147,['iOS工程師' 'fluttter' 'IOS 開發相關']
322,[]
7577,[]
9730,['Word' 'PowerPoint' 'Outlook']
9070,['React' 'Vue' 'Angular']
8780,['.NET' 'JAVA' 'PHP']
8338,['客服']
4901,[]
10412,['Songshan District' 'Taipei City' 'Taiwan 105']
3374,['Python' 'R' 'MySQL']
10331,[]
4963,['軟體測試' 'SDET' 'software testing']
826,['photoshop' 'illustrator' 'InDesign']
8374,[]
10006,[]
6063,[]
10693,['C' 'Linux']
5224,[]
8518,[]
3798,['Android' 'C' 'C++']
8320,[]
6110,['Communication' 'Excel' 'Word']
870,[]
1118,[]
4983,[]
1782,[]
3751,['C++' 'C' 'MCU']
1290,[]
448,['CakeResume 2023 Career Fair']
4514,['GitLab' 'Kubernetes' 'Docker']
3717,['FPGA' 'RTL' 'Verilog']
5375,['C#' '.NET Framework' 'jQuery']
1864,[]
1364,[]
2480,['android' 'java' 'drone']
3592,['CI/CD' 'CDN' 'DevOps']
2502,['105台灣台北市松山區' 'Git' 'Mobile']
4768,['Sketch' 'Adobe XD' 'Figma']
11489,['C++' 'ue4' 'VR']
1894,['Tax Accounting' 'Accounts Payable & Receivable' 'Accounting']
2047,['Customer Service' 'Customer Service Skills']
2736,['PHP' 'MySQL' 'Git']
1083,['台北' 'Notion' 'English']
10074,['IDA Pro' 'CTF' '逆向工程']
2256,[]
9072,['React.js' 'CSS' 'JavaScript']
3466,['DBA']
4077,['Node.js' 'Vue.js' 'AWS']
7172,['SaaS Marketing' 'B2B Marketing' 'Product Marketing']
7075,['word' 'excel' 'powerpoint']
3276,['C#' 'Go' 'PostgreSQL']
1494,[]
6567,[]
10315,['word' 'photoshop' 'google drive']
1692,[]
10158,['Communication' 'Google Drive' 'Excel']
10476,['台灣台北' '新北市板橋區']
3959,['F2E' 'Front-end Development' '前端：HTML、CSS、JS']
2441,['Android' 'Java' 'Kotlin']
4046,['.net core' '.NETCore' '.NET Core']
8925,[]
2175,[]
408,[]
7997,[]
1658,['Electronics Industry']
6725,[]
6377,['生管' '資材' '物料']
7033,[]
639,['3ds max' '3D' '3DMAX']
335,['Word' 'PowerPoint' 'Excel']
4021,['台灣' '台中' 'jQuery']
8593,['後端' 'Ruby on Rails' 'Ruby']
2211,[]
11542,['App Development' 'Android Development' '軟體開發']
6154,[]
2591,['.Net MVC framework' 'API' 'GitFlow']
458,['美療' '美容工作者' '專櫃人員']
9536,['CakeResume 2023 Career Fair']
7835,[]
6850,['Word' 'PowerPoint' 'Outlook']
1582,[]
11260,[]
304,[]
9058,['AJAX' 'PHP' 'MySQL']
4634,['Mixpanel' 'Google Analytics' 'Keynote']
8505,['Google Drive']
4710,['Electronics Industry']
10682,['ANSI SQL' 'MS SQL' 'Oracle']
7951,[]
9865,[]
10753,['內稽內控制度設計、執行、考核' '企業內部控制' '呈核稽核報告']
5764,[]
5451,['汐止' 'U-TOWN' 'C#']
793,['Photoshop' 'illustrator']
1135,['photoshop' 'illustrator' 'html']
7841,['台北' '松山區' '廣告']
3978,['CakeResume 2023 Career Fair']
7399,['Marketing' 'Project Management' 'Project Planning']
9493,[]
7241,['10491台灣台北市中山區']
3220,['PHP 7' 'MySQL' 'JavaScript']
2339,['Human Resources' 'HR' 'Researcher']
7213,['行銷' '企劃']
4606,[]
8137,['Sales & Customer Service' 'Sales & Marketing' 'Sales Promotion']
4842,['Test Report' 'App Testing' 'Web Testing']
357,[]
9172,['JavaScript' 'Babel' 'ES6']
6482,['communication' 'Business Analysis' 'Operations & Management']
148,[]
2309,['Communication']
9248,[]
8092,['word' 'excel' 'powerpoint']
11505,['ios app' 'iOS Swift' 'MacOS']
11313,['E-commerce' 'E-Commerce Platforms' 'SaaS']
420,['Product Marketing' 'Product Management' 'instagram marketing']
5726,[]
818,['Graphic Design' 'Brand Design']
7503,['CakeResume 2023 Career Fair']
10191,['B2C' 'APP' 'User Interface Design']
5535,['Linux' 'Oracle' 'MySQL']
6240,['CakeResume 2023 Career Fair']
2208,['台灣' '台北' '信義區']
1914,['Excel' 'Outlook' 'Word']
1472,['excel' 'word' 'Outlook']
7096,['excel' 'powerpoint' 'illustrator']
9913,['AWS' 'GCP' 'Azure']
8857,['HTML' 'JavaScript' 'CSS']
10758,['會計' '記帳士' '審計財會']
7302,['業務' '需求分析' '市場開發']
4361,['excel']
1337,[]
2702,['Python' 'OpenAI' 'LLM']
685,['powerpoint' 'excel' 'word']
5125,[]
7821,['Google Drive' 'Photoshop']
8604,['web3' 'blockchain' 'backend']
5082,[]
2127,['數值' '機率']
1770,['會計' '總務' '財務']
1796,[]
4917,['MSSQL' 'Word' 'Excel']
2518,['flutter' 'app' 'iOS']
3299,['C++' 'JavaScript']
6244,['word' 'excel' 'powerpoint']
9046,[]
4155,['Swift' 'IOS 開發相關' 'iOS APP開發']
599,[]
7912,['B2B業務' '陌生開發' '電商平台']
4695,['PM' 'Product Management' 'Project Management']
5103,[]
2490,['C++' 'C' 'Android']
4440,['JAVA']
6308,[]
5058,['C++' 'UnrealEngine4' '程式設計']
90,[]
8546,[]
11002,[]
8878,['git' 'Angular' 'TypeScript and ReactJS']
7461,['Marketing Communications' 'Public Speaking' 'Public Relations']
1149,['HTC' '新北市' '新店']
32,['Word' 'PowerPoint' 'Excel']
4459,['Gradle' 'Git' 'IntelliJ']
3031,['AWS' 'Golang' 'Iris']
5731,[]
3892,['Vue.js' 'CSS' 'RWD']
5309,['Software Development' 'Backend Development' '軟體工程師']
6344,['Electronics Industry']
6973,[]
7257,['Outlook' 'powerpoint' 'excel']
2695,['台北矽谷' '新店區' '新北']
6921,['品牌顧問' '品牌行銷' '品牌']
4755,['illustrator' 'excel' 'photoshop']
7307,['品牌宣傳及媒體公關人員/主管' '網站行銷企劃' '行銷企劃人員']
6353,['PowerBI']
5905,['Word' 'PowerPoint' 'Excel']
2733,['台北' '大安區' '忠孝敦化']
424,[]
7443,[]
1681,[]
4388,['redis' 'Spring Boot' 'Java']
5654,['CCNA' 'DNS']
6439,[]
6617,[]
6065,['Taipei' 'Taiwan' 'Client Support']
5436,[]
6331,['PowerPoint' 'API' 'sFTP']
9713,[]
2365,['Payroll' 'C&B' 'compensation']
5178,['105台灣台北市松山區' 'cybersecurity' 'Ruby on Rails']
11280,['JavaScript' 'CSS' 'Vue.js']
1185,[]
606,['CakeResume 2023 Career Fair']
5196,['backend' 'Magento' 'PHP']
2902,['系統後端' '遊戲系統架構與設計' 'API Testing']
2192,['獵才' '人才招募主管' 'Recruitment Manager']
8889,['JavaScript' 'React.js']
6002,['Google Drive' 'Word' 'PowerPoint']
11394,[]
5334,[]
9878,['word' 'powerpoint' 'excel']
6745,[]
1718,[]
5337,[]
6895,['Microsoft Office' 'Google Drive' 'powerpoint']
4996,['Sales & Customer Service']
1715,['Electronics Industry']
111,[]
7863,['excel' 'google drive']
2040,[]
11181,['TOEIC' 'word' 'Excel']
6576,['word' 'excel' 'powerpoint']
6047,['Data Analysis' 'Power BI' 'Ruby on Rails']
8690,['ASP.NET MVC' '.net core' 'RESTfulAPI']
8979,[]
3682,['devops']
7375,[]
11250,['SFT' '電子簽核' '防火牆規劃與管理']
10879,[]
1184,[]
3520,[]
4170,['IOS Development' 'Service' 'Application']
506,['美療' '美容工作者' '專櫃人員']
1163,['Illustrator' 'Adobe Photoshop']
4186,['SWIFT' 'Git']
10254,['google docs' '行政文書' 'EXCEL']
10247,['investment']
3210,['JavaScript' 'PHP' 'MySQL']
5944,['Communication' 'PowerPoint']
5021,['台灣' '台北']
7565,['marketing' '剪輯' '影片製作']
3612,['Ansible' 'Terraform' 'Python']
9546,[]
3382,['JavaScript' 'C#.NET development']
945,[]
9934,['Google Analytics' 'EDM' 'CRM']
3665,['SQL' 'MSSQL' 'MySQL']
7554,['word']
10090,['HTML5' 'CSS3' 'JavaScript']
2660,['Java' 'Spring' 'jQuery']
9539,[]
3053,[]
6735,['Quality Control']
8370,['word' 'excel']
9743,[]
7051,['Word' 'PowerPoint' 'Excel']
2153,[]
6021,['業務開發' '國外業務' '國外業務人員']
8806,['Linux OS' 'Script language' 'Java']
146,[]
6057,['C' 'C#' 'C++']
2815,['CakeResume 2023 Career Fair' '軟體程式設計' '系統架構規劃']
1777,['Word' 'Excel' 'PowerPoint']
1475,['Electronics Industry']
1070,['Figma' 'UI Design']
9227,[]
6572,['word' 'excel']
5080,[]
5360,['Electronics Industry']
11343,['前端開發' 'SaaS Solutions' 'PaaS']
8452,['jlpt n2' 'Japanese' 'Microsoft Office']
1923,[]
9772,['Ansible' 'CDN' '虛擬機']
6469,[]
7830,['Excel' 'PowerPoint' 'Word']
9032,[]
10288,['microsoft office']
1106,['Figma' 'Sketch']
6614,[]
7932,['startup' 'SaaS' 'B2B Sales']
6702,[]
9596,[]
11418,[]
7444,[]
3077,['Node.js']
6589,['零售' '食品業' '進口商']
3739,['Electronics Industry']
8182,['Word' 'Excel']
1937,['excel' 'illustrator']
1588,[]
8703,['AWS' 'Node.js' 'SQL']
412,['行政事務處理' '報表彙整' '文件或資料輸入建檔處理']
4883,['小巨蛋捷運站' 'Python' 'Blockchain']
9702,['Powershell' 'Hybrid Cloud' '雲端服務']
5146,['Shell' 'Perl' 'TCL']
4025,[]
9116,['JavaScript' 'React' 'React.js']
9989,['Excel' 'Google Drive' 'Word']
2468,['Kotlin' '金流' 'Web Service']
1424,['C' 'PCB diagram']
4248,['ASP.NET' 'Java' 'Internet程式設計師']
11388,['Python' 'GitLab' 'AWS']
2239,['HR' 'Business Partner' 'HRBP']
1260,['word' 'powerpoint' 'excel']
2922,['10491台灣台北市中山區' 'fintech' 'golang']
8183,[]
8847,['Support Engineer' 'Technical' '支援']
9850,['word' 'excel' 'powerpoint']
9634,['Social Media' 'Facebook' 'Instagram']
8501,[]
7780,[]
6765,['Word' 'PowerPoint' 'Excel']
6402,['word' 'excel' 'powerpoint']
8956,[]
8227,[]
5593,[]
3026,[]
8733,['Python' 'golang' 'Node.js']
6130,['Communication' 'Word' 'PowerPoint']
298,['中山區' '台北' '台灣']
820,['Visual Design' 'illustrator' 'photoshop']
11315,[]
8581,['秀朗橋站' '新北' '永和']
7836,[]
9355,['photoshop' 'film' 'Sketch']
4607,['台北' '內湖區' '松山區']
11367,['Backend Development' 'backend' 'TCP/UDP']
9284,['word' 'excel' 'powerpoint']
3835,['Front-end' 'CSS' 'Javascript']
4921,['Selenium' 'Cypress']
116,['zendesk' 'Customer Service' 'CRM']
3634,[]
1579,[]
5737,[]
9996,[]
10354,['java' 'Kotlin']
1818,['accounting' 'tax' 'CPA']
871,['Photoshop' 'Illustrator']
7694,[]
6928,['遠端工作' 'English' '內容行銷']
8930,['日本大阪' 'JSON' 'WebSocket']
11391,['C#' 'C++' 'Python']
4922,['JavaScript']
10739,['Vue.js']
2834,['Linux' 'Git' 'PHP']
233,['服務' '賣場' '補貨']
6872,['illustrator' 'photoshop' 'microsoft office']
6873,['行銷企劃與執行']
10246,[]
8354,['Department Manager' 'Future Store Leader' 'Manager']
5006,[]
3625,['網路' '系統' '防火牆']
7745,[]
2152,[]
4750,[]
240,['服務' '賣場' '補貨']
5044,['C' 'C++']
3284,['C++' 'DSP' 'HikiVision']
3016,[]
738,['Illustrator' 'Photoshop']
4330,['Github' 'Bluetooth' 'Linux']
8382,[]
6633,['Word' 'PowerPoint' 'Microsoft Office']
2038,['word' 'excel' 'powerpoint']
3232,['ASP.NET' 'ASP.NETMVC' 'c#']
3074,['Linux' 'Git' 'CI/CD']
5768,[]
7082,['GA' 'Facebook Ads Manager' 'IG操作']
5585,['SQL Server' 'VMware' 'Azure']
7418,['Electronics Industry']
2244,['Word' 'PowerPoint' 'Excel']
8071,['powerpoint' 'excel']
11508,['Word' 'PowerPoint' 'Excel']
168,['Word' 'Excel' 'Microsoft Office']
9822,[]
6792,['powerpoint' 'photoshop' 'microsoft office']
10379,[]
8266,['Google Drive' 'Photoshop' 'Pages and Keynote']
3262,[]
1820,[]
3777,['C++' 'C' 'Windows 8']
5281,[]
7010,['AdTech' 'LINE Ads Platform' 'Martech']
6693,[]
4961,['Linux' 'Android' 'iOS']
10580,[]
5077,['word' 'powerpoint' 'excel']
5238,['Java' 'SQL' 'Spring Boot']
4592,['PHP' 'docker' 'jQuery']
11082,['Node.js' 'Golang' 'POC']
4435,['Clear Report' 'Vue.js' 'JSP']
5351,['C#' 'ASP.net']
4620,['JLPT' 'Figma']
8995,[]
8451,['業務主辦' '日本業務']
11158,['Microsoft Office' 'Google Analytics' 'CMS Content Management System']
4594,['PHP' 'LAMP' 'Linux']
5299,['MS SQL' 'Node.js' 'Electronics Industry']
2538,['React.js' 'HTML5' 'CSS3']
6309,['Product Management' '產品管理' '軟體專案管理師']
8097,[]
8620,[]
6971,['CakeResume 2023 Career Fair']
6128,[]
9657,[]
8790,['Cocos Creator' 'C#' 'Unity']
6811,['healthcare' 'startup' 'Marketing & PR']
5752,['Microsoft Office' 'PowerPoint' 'Excel']
4782,[]
1806,[]
9306,['Google Analytics' 'Facebook廣告投放' '行銷企劃']
8671,['Electronics Industry']
6396,['Asana' 'Figma' 'Jira']
11462,['selenium' 'Jmeter']
4215,['IOS Development']
6263,[]
4856,['台北' '內湖區' '西湖捷運站']
9235,[]
2989,['台北市' 'PHP']
10731,['React.js' 'web3.js' 'Web Development']
2745,['Backend Developer' 'Python']
2220,[]
1661,[]
8896,['Electronics Industry']
10461,['Microsoft Office' 'Excel' 'PowerPoint']
2819,[]
5152,[]
1886,['文中會計軟體' '文中稅務申報系統' 'Word']
3775,['C++' 'C#' 'Verilog']
11033,['儲備幹部職缺專區']
9616,['Community Management' 'Community Building' 'Community Engagement']
6250,['Agile Project Management' 'Notion' 'Google Drive']
7063,['LINE' 'FB' 'Google Ads']
3145,['Java' 'Oracle' 'AWS']
4985,[]
10411,['專案管理']
8371,[]
513,['銷售' '門市' '銷售 / 客服相關']
966,[]
9472,[]
6620,['word' 'powerpoint' 'google drive']
4353,['保證年薪14個月' '技術能力領先' '負責的工作態度']
8423,['業務' 'Assistant' 'Sales']
1746,['MS SQL']
4161,['民權東路三段' '中山區' '中山國中捷運站']
4342,['Linux' 'MySQL' 'Shell Script']
10780,['Word' 'PowerPoint' 'Excel']
8136,[]
10265,[]
7324,[]
10571,['excel' 'powerpoint' 'word']
26,[]
2375,['ADC/DAC/Serds/PLL/LDO/BG/DP/HDMI/USB' 'USB4、PCIe5、25G serdes' 'PLL']
9090,['angular' 'Python' 'JavaScript']
6531,['Sales']
3169,['C++' 'Back-End']
7467,[]
4266,['word' 'excel' 'powerpoint']
2429,[]
7355,[]
1423,['Electronics Industry']
8113,['業務推廣' '業務開發' '電話行銷']
1074,['UI/UX' 'UI Design' 'UI/UX Designer']
2335,['台北' 'word' 'excel']
8944,['js' 'react' 'php']
823,[]
10960,[]
6841,['Marketing Strategy' 'Marketing Communications' 'Marcom']
5544,['QSiP' 'embedded system']
609,[]
6168,['accounting' 'bookkeeping' 'excel']
131,['Word' 'Excel' 'Communication']
2052,['Communication' 'Server' 'Cooking']
7466,['松山區' '台北' 'photoshop']
10933,['redmine' '.net' 'MS SQL']
8722,[]
9112,['JavaScript' 'jQuery' 'CSS']
5266,['ML' 'Machine Learning' 'Software Development']
2198,['CakeResume 2023 Career Fair']
10218,['Python' 'VBA']
8242,['word' 'excel']
5307,['python' 'Java' 'C++']
4257,['communication' 'powerpoint' 'microsoft office']
3880,[]
3479,[]
8150,[]
6838,[]
337,['Photoshop' 'Excel' 'PowerPoint']
4942,['Python' 'Kubernetes (k8s)' 'MySQL']
1523,['Electronics Industry']
4841,[]
10292,['AUTOMATION' 'QA' 'SDET']
2232,['Operations' 'People Operations' 'CakeResume 2023 Career Fair']
6992,['Facebook Ads Manager' 'google ads' 'marketing']
6800,[]
8822,['C++']
1204,['illustrator' 'photoshop']
7041,[]
1416,[]
11480,[]
8297,['Customer Relationship Management (CRM)' 'EXCEL']
5027,['Python']
4616,[]
10430,['業務開發' '課程企劃' '內容企劃']
4407,['JAVA' 'Spring Boot' 'MySQL']
3487,['MySQL' 'Database Management' 'Database Administrator']
3064,['ASP.NET' 'c#.net' 'MSSQL']
8394,['PowerPoint' 'Chrome' 'Word']
2926,['Git' 'JAVA' '後端開發']
9549,['Node.js' 'QA' 'QA Automation']
7235,[]
8698,['JavaScript' 'MS SQL' 'Visual Studio .net']
3091,['Node.js' 'Express' 'Firebase']
10192,[]
8281,[]
2452,[]
6301,[]
4055,['Python' 'docker' 'CI/CD']
7869,['excel' 'google drive']
4712,['一等一' 'BPM' 'Salesforce Administrator']
8106,[]
6024,[]
11378,[]
8736,['Software Engineering' 'Software Development' 'programmer']
2969,['jQuery' 'RESTful APIs' 'Backend Development']
9226,[]
10718,['HTML' 'CSS' 'Front-End Development']
10133,[]
4403,[]
9217,['excel']
2316,['Career in Taiwan' '文科生' 'Electronics Industry']
9113,['Unity3D' 'cocos' 'JavaScript']
128,['CakeResume 2023 Career Fair']
2661,['內湖科技園區' '台北' 'AngularJS']
688,['Design' 'Branding' 'Illustrator']
6438,['CakeResume 2023 Career Fair']
9531,[]
7266,[]
5546,[]
5489,['南港軟體園區' '台北' 'Software Engineering']
8759,['Linux' 'C' 'Git']
10347,[]
2290,['HR' 'HR Business Partner' 'HR Manager']
10812,[]
10514,['Microsoft Office' 'Excel' 'PowerPoint']
6126,[]
7126,['台北' 'Advertising' 'word']
10110,['OpenCV' 'YOLO' '影像辨識']
9298,['illustrator' 'photoshop' 'excel']
869,['Photoshop' 'Illustrator' 'PowerPoint']
7775,[]
9638,[]
10504,['NGO' '社企' '環境保護']
10169,['客戶客服']
3004,[]
3185,['php' 'Laravel']
10972,['Pytest Framework' 'Test Cases' 'Test Automation']
6672,[]
358,[]
235,['服務' '賣場' '補貨']
3713,['FPGA' 'RTL' 'Verilog']
1457,[]
6082,['東門' '中正區' '台北']
8478,['Excel' 'Outlook' 'PowerPoint']
10498,['Customer Success' 'SaaS' 'E-Commerce Platforms']
5791,['文中會計系統' 'Excel']
6951,[]
617,[]
866,['photoshop' 'illustrator' 'powerpoint']
790,['Premiere' 'Photoshop' 'Illustrator']
3285,['Algorithm' 'pattern recognition' 'defect inspection algorithm']
10136,['行銷企劃' '幼教' '行政']
9838,[]
6548,[]
11450,[]
305,[]
5218,['數位金融' 'COBOL' '培訓']
4552,['CakeResume 2023 Career Fair']
3733,['Verilog']
1660,['C' 'C++' 'Verilog']
2240,['HR' 'Business Partner' 'HRBP']
8975,['前端開發' '遊戲開發' '系統開發']
3856,['台北' 'Unit Test' 'E2e Testing']
5170,[]
2516,['C++' 'JAVA' 'Swift']
4336,['word']
4574,['Laravel' 'PHP']
9601,['社群' 'Social Media Marketing']
725,['excel' 'illustrator' 'photoshop']
11332,['Microsoft Office' 'Discord' 'Notion']
302,[]
2542,['Objective-C' 'Swift' 'JavaScript']
8899,['Web Front End Engineer']
5667,[]
6761,[]
2883,['信義區' '台北市' 'Linux']
4341,[]
10944,[]
7915,['Pipedrive' 'Google Workspace' 'Communication']
9819,['Oracle' 'SQL' 'SQL Server']
11294,[]
8016,[]
896,[]
2095,[]
4238,['Visio' 'Electronics Industry']
8833,['python' 'C++' 'MySQL']
9283,[]
1172,['Premiere' 'Photoshop' 'Illustrator']
